#Identifiant_A;Identifiant_R;Libellé_du_site;Adresse;Complément_adresse;Lieu_dit;Code_postal;Localité;Code_INSEE;Pays;Libellé_du_type_d_automate;Nb_automtate_par_type;Type_de_distributeur_DAB;geoloc
12637A;674110;ROSHEIM BP;69 RUE DU GENERAL DE GAULLE;;;67560;ROSHEIM;67411;FRANCE;CPT BILLET;1;;48.496021,7.467398
12645A;674340;SARRE-UNION BP;2 RUE DE LA GARE;;;67260;SARRE UNION;67434;FRANCE;LISA 2;1;;48.937284,7.085894
12650A;674470;SCHILTIGHEIM LES BRASSEURS;61 ROUTE DE BISCHWILLER;;;67300;SCHILTIGHEIM;67447;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.606585,7.748996
12650A;674470;SCHILTIGHEIM LES BRASSEURS;61 ROUTE DE BISCHWILLER;;;67300;SCHILTIGHEIM;67447;FRANCE;URNE;1;;48.606585,7.748996
12651A;674480;SCHIRMECK BP;121 B AVENUE DE LA GARE;;;67130;SCHIRMECK;67448;FRANCE;CPT BILLET;1;;48.479357,7.216468
12651A;674480;SCHIRMECK BP;121 B AVENUE DE LA GARE;;;67130;SCHIRMECK;67448;FRANCE;URNE;1;;48.479357,7.216468
12662A;674740;SOULTZ SOUS FORETS BP;3 RUE DU CHATEAU;;;67250;SOULTZ SOUS FORETS;67474;FRANCE;NAB1I NABUCCO IER;1;;48.937463,7.881562
12673A;674950;TRUCHTERSHEIM BP;13 RUE DE LA GALERIE;;;67370;TRUCHTERSHEIM;67495;FRANCE;DAB;1;Interne;48.655584,7.607486
12678A;675060;VENDENHEIM BP;25 RUE DU GENERAL LECLERC;;;67550;VENDENHEIM;67506;FRANCE;LISA 2;1;;48.669088,7.709053
12694A;675440;WISSEMBOURG;29 RUE DU GENERAL LECLERC;;;67160;WISSEMBOURG;67544;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;49.034074,7.945004
12694A;675440;WISSEMBOURG;29 RUE DU GENERAL LECLERC;;;67160;WISSEMBOURG;67544;FRANCE;DAB;1;Externe;49.034074,7.945004
12694A;675440;WISSEMBOURG;29 RUE DU GENERAL LECLERC;;;67160;WISSEMBOURG;67544;FRANCE;DAB;1;Interne;49.034074,7.945004
12697A;675500;WOERTH BP;1 ROUTE DE DIEFFENBACH;;;67360;WOERTH;67550;FRANCE;CPT BILLET;1;;48.940089,7.745362
12708A;675900;STRASBOURG FONDERIE BP;1 RUE DE LA FONDERIE;;;67000;STRASBOURG;67482;FRANCE;DAB;1;Externe;48.586496,7.749335
12713A;679230;STRASBOURG BOURSE BP;33 RUE DE LA 1ERE ARMEE;;;67000;STRASBOURG;67482;FRANCE;CPT BILLET;1;;48.576222,7.752811
12713A;679230;STRASBOURG BOURSE BP;33 RUE DE LA 1ERE ARMEE;;;67000;STRASBOURG;67482;FRANCE;NBC1I NABANCO IER;1;;48.576222,7.752811
12713A;679230;STRASBOURG BOURSE BP;33 RUE DE LA 1ERE ARMEE;;;67000;STRASBOURG;67482;FRANCE;URNE;1;;48.576222,7.752811
12715A;679250;STRASBOURG KOENIGSHOFFEN;104 ROUTE DES ROMAINS;;;67200;STRASBOURG;67482;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.578814,7.710868
12715A;679250;STRASBOURG KOENIGSHOFFEN;104 ROUTE DES ROMAINS;;;67200;STRASBOURG;67482;FRANCE;CPT BILLET;1;;48.578814,7.710868
12716A;679260;STRASBOURG MEINAU;37 RUE DE LA CANARDIERE;;;67100;STRASBOURG;67482;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.549003,7.748512
12716A;679260;STRASBOURG MEINAU;37 RUE DE LA CANARDIERE;;;67100;STRASBOURG;67482;FRANCE;URNE;1;;48.549003,7.748512
12717A;679270;STRASBOURG MONTAGNE VERTE BP;19 RUE DE FRIEDOLSHEIM;;;67200;STRASBOURG;67482;FRANCE;NBC1I NABANCO IER;1;;48.56623,7.708842
12718A;679280;STRASBOURG NEUDORF;87 ROUTE DU POLYGONE;;;67100;STRASBOURG;67482;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.566444,7.758681
12719A;679290;STRASBOURG NEUHOF BP;4 RUE RICHSHOFFER;;;67100;STRASBOURG;67482;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.536044,7.77168
12720A;679300;STRASBOURG PL CATHEDRALE BP;5 PLACE DU CHATEAU;;;67000;STRASBOURG;67482;FRANCE;DAB;1;Externe;48.581108,7.750893
12723A;679330;STRASBOURG ROBERTSAU BP;58 RUE BOECKLIN;;;67000;STRASBOURG;67482;FRANCE;CHANGEUR MONNAIE;1;;48.600334,7.780395
12723A;679330;STRASBOURG ROBERTSAU BP;58 RUE BOECKLIN;;;67000;STRASBOURG;67482;FRANCE;CPT BILLET;1;;48.600334,7.780395
12723A;679330;STRASBOURG ROBERTSAU BP;58 RUE BOECKLIN;;;67000;STRASBOURG;67482;FRANCE;NBC1I NABANCO IER;1;;48.600334,7.780395
12731A;679590;SCHILTIGHEIM KLEBER BP;21 RUE KLEBER;;;67300;SCHILTIGHEIM;67447;FRANCE;CHANGEUR MONNAIE;1;;48.607901,7.731665
12731A;679590;SCHILTIGHEIM KLEBER BP;21 RUE KLEBER;;;67300;SCHILTIGHEIM;67447;FRANCE;LISA 2;1;;48.607901,7.731665
12732A;679600;STRASBOURG MUSAU BP;92 AVENUE JEAN JAURES;;;67100;STRASBOURG;67482;FRANCE;NBC1I NABANCO IER;1;;48.566981,7.772471
12733A;679610;STRASBOURG ESPLANADE BP;27 AVENUE DU GENERAL DE GAULLE;;;67000;STRASBOURG;67482;FRANCE;CPT BILLET;1;;48.577999,7.769514
12733A;679610;STRASBOURG ESPLANADE BP;27 AVENUE DU GENERAL DE GAULLE;;;67000;STRASBOURG;67482;FRANCE;DAB;1;Interne;48.577999,7.769514
12734A;679620;STRASBOURG HAUTEPIERRE;11 PLACE ANDRE MAUROIS;CENTRE COMMERCIAL AUCHAN;;67200;STRASBOURG;67482;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.590785,7.697303
12735A;679660;STRASBOURG CITE DE L ILL BP;38 RUE DE L ILL;;;67000;STRASBOURG;67482;FRANCE;LISA 2;1;;48.612943,7.774226
12743A;680090;MULHOUSE PORTE DU MIROIR BP;10 RUE DES RABBINS;;;68100;MULHOUSE;68224;FRANCE;DAB;1;Externe;47.744226,7.333017
12769A;680660;COLMAR CHAMP DE MARS;34 AVENUE DE LA REPUBLIQUE;;;68000;COLMAR;68066;FRANCE;DAB;1;Externe;48.07595,7.351599
12769A;680660;COLMAR CHAMP DE MARS;34 AVENUE DE LA REPUBLIQUE;;;68000;COLMAR;68066;FRANCE;LISA 2;1;;48.07595,7.351599
12769A;680660;COLMAR CHAMP DE MARS;34 AVENUE DE LA REPUBLIQUE;;;68000;COLMAR;68066;FRANCE;URNE;1;;48.07595,7.351599
12789A;681120;GUEBWILLER;70 RUE DE LA REPUBLIQUE;;;68500;GUEBWILLER;68112;FRANCE;NBC1I NABANCO IER;1;;47.908889,7.211777
12807A;681490;HUNINGUE BP;20 PLACE ABBATUCCI;;;68330;HUNINGUE;68149;FRANCE;DAB;1;Interne;47.59177,7.584128
12807A;681490;HUNINGUE BP;20 PLACE ABBATUCCI;;;68330;HUNINGUE;68149;FRANCE;URNE;1;;47.59177,7.584128
12818A;681660;KINGERSHEIM BP;8 RUE DU STADE;;;68260;KINGERSHEIM;68166;FRANCE;LISA 2;1;;47.7886,7.334463
12861A;682710;RIEDISHEIM BP;1 RUE BARTHOLDI;;;68400;RIEDISHEIM;68271;FRANCE;DAB;1;Interne;47.743804,7.365575
12861A;682710;RIEDISHEIM BP;1 RUE BARTHOLDI;;;68400;RIEDISHEIM;68271;FRANCE;URNE;1;;47.743804,7.365575
12873A;682970;SAINT LOUIS;6 RUE DE HUNINGUE;;;68300;ST LOUIS;68297;FRANCE;DAB;1;Externe;47.586418,7.564722
12879A;683090;SIERENTZ BP;28 RUE DU MARECHAL FOCH;;;68510;SIERENTZ;68309;FRANCE;LISA 2;1;;47.655782,7.45635
12915A;689220;MULHOUSE BOURTZWILLER BP;2 RUE DE GUNSBACH;;;68200;MULHOUSE;68224;FRANCE;CPT BILLET;1;;47.768583,7.321618
12916A;689230;MULHOUSE DORNACH;21 A RUE DE THANN;;;68200;MULHOUSE;68224;FRANCE;CHANGEUR MONNAIE;1;;47.750123,7.306679
12920A;689320;MULHOUSE BRIAND BP;37 AVENUE ARISTIDE BRIAND;;;68200;MULHOUSE;68224;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;47.748992,7.325828
12920A;689320;MULHOUSE BRIAND BP;37 AVENUE ARISTIDE BRIAND;;;68200;MULHOUSE;68224;FRANCE;CPT BILLET;1;;47.748992,7.325828
12921A;689330;MULHOUSE BOULEVARD DE L EUROPE;7 BOULEVARD DE L EUROPE;;;68100;MULHOUSE;68224;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;47.750677,7.341814
12921A;689330;MULHOUSE BOULEVARD DE L EUROPE;7 BOULEVARD DE L EUROPE;;;68100;MULHOUSE;68224;FRANCE;NBC1I NABANCO IER;2;;47.750677,7.341814
12926A;689430;MULHOUSE COTEAUX BP;23 R DU DOCTEUR ALPHONSE KIENZLER;;;68200;MULHOUSE;68224;FRANCE;DAB;1;Externe;47.737332,7.299834
12927A;689440;COLMAR PASTEUR BP;21 AVENUE DE L EUROPE;;;68000;COLMAR;68066;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.078633,7.331231
12927A;689440;COLMAR PASTEUR BP;21 AVENUE DE L EUROPE;;;68000;COLMAR;68066;FRANCE;CPT BILLET;1;;48.078633,7.331231
12927A;689440;COLMAR PASTEUR BP;21 AVENUE DE L EUROPE;;;68000;COLMAR;68066;FRANCE;URNE;1;;48.078633,7.331231
12932A;690060;AMPLEPUIS BP;PLACE DE L HOTEL DE VILLE;;;69550;AMPLEPUIS;69006;FRANCE;URNE;1;;45.972623,4.331458
12938A;690190;BELLEVILLE;7 RUE DE LA POSTE;;BELLEVILLE;69220;BELLEVILLE EN BEAUJOLAIS;69019;FRANCE;URNE;1;;46.109326,4.749873
12941A;690240;LE BOIS D OINGT BP;RUE JACQUES CORTAY;;;69620;LE BOIS D OINGT;69024;FRANCE;CHANGEUR MONNAIE;1;;45.92274,4.584562
12943A;690270;BRIGNAIS;PLACE GAMBONI;;;69530;BRIGNAIS;69027;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.673881,4.754895
12944A;690280;BRINDAS BP;PLACE DES MARRONNIERS;;;69126;BRINDAS;69028;FRANCE;DAB;1;Externe;45.719077,4.69404
12945A;690290;BRON;16 RUE DE VERDUN;;;69500;BRON;69029;FRANCE;DAB;2;Interne;45.735207,4.909299
12945A;690290;BRON;16 RUE DE VERDUN;;;69500;BRON;69029;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;45.735207,4.909299
12950A;690340;CALUIRE ET CUIRE;28 RUE JEAN MOULIN;;;69300;CALUIRE ET CUIRE;69034;FRANCE;NAB1I NABUCCO IER;1;;45.79788,4.844704
12950A;690340;CALUIRE ET CUIRE;28 RUE JEAN MOULIN;;;69300;CALUIRE ET CUIRE;69034;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;45.79788,4.844704
12955A;690400;CHAMPAGNE AU MONT D OR BP;PLACE DES ANCIENS COMBATTANTS;;;69410;CHAMPAGNE AU MONT D OR;69040;FRANCE;DAB;1;Externe;45.795686,4.789928
12955A;690400;CHAMPAGNE AU MONT D OR BP;PLACE DES ANCIENS COMBATTANTS;;;69410;CHAMPAGNE AU MONT D OR;69040;FRANCE;URNE;1;;45.795686,4.789928
12956A;690420;LYON FOCH BP;16 COURS FRANKLIN ROOSEVELT;;;69006;LYON;69386;FRANCE;CPT BILLET;1;;45.768573,4.844638
12956A;690420;LYON FOCH BP;16 COURS FRANKLIN ROOSEVELT;;;69006;LYON;69386;FRANCE;URNE;1;;45.768573,4.844638
12958A;690440;CHARBONNIERES LES BAINS BP;PLACE DE L OISELIERE;;;69260;CHARBONNIERES LES BAINS;69044;FRANCE;CPT BILLET;1;;45.782125,4.736613
12975A;690660;COURS LA VILLE BP;PLACE DE LA LIBERATION;;;69470;COURS LA VILLE;69066;FRANCE;NBC1I NABANCO IER;1;;46.099688,4.320792
12978A;690690;CRAPONNE BP;17 RUE CENTRALE;;;69290;CRAPONNE;69069;FRANCE;URNE;1;;45.745788,4.724662
12982A;690770;LYON PLACE DE PARIS BP;PLACE DE PARIS;;;69009;LYON;69389;FRANCE;URNE;1;;45.779376,4.804078
12985A;690810;ECULLY;1 AVENUE EDOUARD AYNARD;;;69130;ECULLY;69081;FRANCE;DAB;1;Externe;45.775552,4.778558
12985A;690810;ECULLY;1 AVENUE EDOUARD AYNARD;;;69130;ECULLY;69081;FRANCE;DAB;1;Interne;45.775552,4.778558
12985A;690810;ECULLY;1 AVENUE EDOUARD AYNARD;;;69130;ECULLY;69081;FRANCE;NBC1I NABANCO IER;1;;45.775552,4.778558
12985A;690810;ECULLY;1 AVENUE EDOUARD AYNARD;;;69130;ECULLY;69081;FRANCE;URNE;1;;45.775552,4.778558
12989A;690880;FONTAINES SUR SAONE BP;4 PLACE DES RENDEZ VOUS;;;69270;FONTAINES SUR SAONE;69088;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.835333,4.846341
12989A;690880;FONTAINES SUR SAONE BP;4 PLACE DES RENDEZ VOUS;;;69270;FONTAINES SUR SAONE;69088;FRANCE;LISA 2;1;;45.835333,4.846341
12990A;690890;FRANCHEVILLE BP;3 CHEMIN DE CHANTEGRILLET;;;69340;FRANCHEVILLE;69089;FRANCE;CPT BILLET;1;;45.738301,4.774587
12990A;690890;FRANCHEVILLE BP;3 CHEMIN DE CHANTEGRILLET;;;69340;FRANCHEVILLE;69089;FRANCE;LISA 2;1;;45.738301,4.774587
12991A;690910;GIVORS;1 RUE VICTOR HUGO;;;69700;GIVORS;69091;FRANCE;DAB;2;Interne;45.58733,4.77109
12995A;690960;GRIGNY BP;3 PLACE HENRI BARBUSSE;;;69520;GRIGNY;69096;FRANCE;LISA 2;1;;45.60852,4.791811
12998A;691000;IRIGNY BP;PLACE DE LA CROIX JAUNE;;;69540;IRIGNY;69100;FRANCE;DAB;1;Externe;45.67283,4.821756
13002A;691070;LAMURE SUR AZERGUES BP;PLACE DE LA POSTE;;;69870;LAMURE SUR AZERGUES;69107;FRANCE;URNE;1;;46.063254,4.491006
13005A;691110;LYON ST ANTOINE BP;32 QUAI SAINT ANTOINE;;;69002;LYON;69382;FRANCE;DAB;1;Interne;45.761962,4.831903
13005A;691110;LYON ST ANTOINE BP;32 QUAI SAINT ANTOINE;;;69002;LYON;69382;FRANCE;URNE;1;;45.761962,4.831903
13006A;691120;LENTILLY BP;7 PLACE DE L EGLISE;;;69210;LENTILLY;69112;FRANCE;CPT BILLET;2;;45.819691,4.662206
13006A;691120;LENTILLY BP;7 PLACE DE L EGLISE;;;69210;LENTILLY;69112;FRANCE;URNE;1;;45.819691,4.662206
13008A;691140;LIERGUES BP;333 MONTEE SAINT ELOI;;;69400;LIERGUES;69114;FRANCE;URNE;1;;45.969379,4.665052
13014A;691210;LOZANNE;73 ROUTE DE LYON;;;69380;LOZANNE;69121;FRANCE;LISA 2;1;;45.855057,4.681218
13016A;691230;LYON BELLECOUR;10 PLACE ANTONIN PONCET;;;69002;LYON;69382;FRANCE;CPT BILLET;2;;45.755979,4.834246
13027A;691420;LA MULATIERE BP;276 CHEMIN DE FONTANIERES;;;69350;LA MULATIERE;69142;FRANCE;LISA 2;1;;45.725139,4.810767
13031A;691490;OULLINS;1 RUE DIDEROT;;;69600;OULLINS;69149;FRANCE;DAB;2;Externe;45.715723,4.809848
13034A;691520;PIERRE BENITE BP;6 RUE VOLTAIRE;;;69310;PIERRE BENITE;69152;FRANCE;URNE;1;;45.703658,4.822272
13038A;691570;PONTCHARRA SUR TURDINE BP;PLACE ALBERT SCHWEITZER;;;69490;PONTCHARRA SUR TURDINE;69157;FRANCE;URNE;1;;45.877535,4.489813
13058A;691890;STE COLOMBE BP;143 ROUTE 86;;;69560;STE COLOMBE;69189;FRANCE;NBC1I NABANCO IER;1;;45.52543,4.867404
13060A;691940;ST DIDIER AU MONT D OR BP;59 AVENUE DE LA REPUBLIQUE;;;69370;ST DIDIER AU MONT D OR;69194;FRANCE;NBC1I NABANCO IER;1;;45.809618,4.798446
13062A;691970;ST ETIENNE DES OULLIERES BP;60 RUE DE L EGLISE;;;69460;ST ETIENNE DES OULLIERES;69197;FRANCE;URNE;1;;46.067424,4.648765
13064A;691990;ST FONS;67 AVENUE JEAN JAURES;;;69190;ST FONS;69199;FRANCE;DAB;2;Interne;45.710468,4.85545
13064A;691990;ST FONS;67 AVENUE JEAN JAURES;;;69190;ST FONS;69199;FRANCE;LISA 2;1;;45.710468,4.85545
13064A;691990;ST FONS;67 AVENUE JEAN JAURES;;;69190;ST FONS;69199;FRANCE;NBC1I NABANCO IER;1;;45.710468,4.85545
13066A;692010;STE FOY L ARGENTIERE BP;48 GRANDE RUE;;;69610;STE FOY L ARGENTIERE;69201;FRANCE;URNE;1;;45.708758,4.471817
13067A;692020;STE FOY LES LYON;15 BOULEVARD BARON DU MARAIS;;;69110;STE FOY LES LYON;69202;FRANCE;DAB;1;Interne;45.735468,4.80486
13067A;692020;STE FOY LES LYON;15 BOULEVARD BARON DU MARAIS;;;69110;STE FOY LES LYON;69202;FRANCE;LISA 2;1;;45.735468,4.80486
13068A;692040;ST GENIS LAVAL;53 AVENUE GEORGES CLEMENCEAU;;;69230;ST GENIS LAVAL;69204;FRANCE;CPT BILLET;1;;45.697153,4.794348
13070A;692060;ST GEORGES DE RENEINS BP;98 PLACE DE L EGLISE;;;69830;ST GEORGES DE RENEINS;69206;FRANCE;URNE;1;;46.062961,4.723722
13091A;692430;TARARE;79 RUE DE LA REPUBLIQUE;;;69170;TARARE;69243;FRANCE;DAB;1;Externe;45.895281,4.435248
13091A;692430;TARARE;79 RUE DE LA REPUBLIQUE;;;69170;TARARE;69243;FRANCE;DAB;1;;45.895281,4.435248
13091A;692430;TARARE;79 RUE DE LA REPUBLIQUE;;;69170;TARARE;69243;FRANCE;URNE;1;;45.895281,4.435248
13101A;692560;VAULX EN VELIN PRINCIPAL;14 RUE MAURICE AUDIN;ZAC CENTRE VILLE ILOT A;;69120;VAULX EN VELIN;69256;FRANCE;NAB1W NABUCCO WINCOR;1;;45.777948,4.919528
13103A;692590;VENISSIEUX PAL;17 PLACE DE LA PAIX;;;69200;VENISSIEUX;69259;FRANCE;CPT BILLET;2;;45.698739,4.884866
13103A;692590;VENISSIEUX PAL;17 PLACE DE LA PAIX;;;69200;VENISSIEUX;69259;FRANCE;LISA 2;2;;45.698739,4.884866
13103A;692590;VENISSIEUX PAL;17 PLACE DE LA PAIX;;;69200;VENISSIEUX;69259;FRANCE;NBC1I NABANCO IER;1;;45.698739,4.884866
13104A;692600;VERNAISON BP;109 ROUTE DE GIVORS;;;69390;VERNAISON;69260;FRANCE;URNE;1;;45.646516,4.811574
13107A;692640;VILLEFRANCHE SUR SAONE REPUBLIQUE;35 ALLEE DES CORDELIERS;;;69400;VILLEFRANCHE SUR SAONE;69264;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.98822,4.71634
13107A;692640;VILLEFRANCHE SUR SAONE REPUBLIQUE;35 ALLEE DES CORDELIERS;;;69400;VILLEFRANCHE SUR SAONE;69264;FRANCE;DAB;2;Externe;45.98822,4.71634
13107A;692640;VILLEFRANCHE SUR SAONE REPUBLIQUE;35 ALLEE DES CORDELIERS;;;69400;VILLEFRANCHE SUR SAONE;69264;FRANCE;NBC1I NABANCO IER;1;;45.98822,4.71634
13115A;692730;CORBAS BP;PLACE DU COSTEL;;;69960;CORBAS;69273;FRANCE;CPT BILLET;1;;45.671792,4.899935
13115A;692730;CORBAS BP;PLACE DU COSTEL;;;69960;CORBAS;69273;FRANCE;LISA 2;1;;45.671792,4.899935
13115A;692730;CORBAS BP;PLACE DU COSTEL;;;69960;CORBAS;69273;FRANCE;NBC1I NABANCO IER;1;;45.671792,4.899935
13117A;692750;DECINES CHARPIEU;16 BIS AVENUE JEAN MACE;;;69150;DECINES CHARPIEU;69275;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.768404,4.955639
13117A;692750;DECINES CHARPIEU;16 BIS AVENUE JEAN MACE;;;69150;DECINES CHARPIEU;69275;FRANCE;DAB;2;Externe;45.768404,4.955639
13117A;692750;DECINES CHARPIEU;16 BIS AVENUE JEAN MACE;;;69150;DECINES CHARPIEU;69275;FRANCE;DAB;1;Interne;45.768404,4.955639
13118A;692760;FEYZIN BP;8 PLACE LOUIS GRENIER;;;69320;FEYZIN;69276;FRANCE;CPT BILLET;1;;45.67431,4.859496
13119A;692770;GENAS;7 PLACE DE LA REPUBLIQUE;;;69740;GENAS;69277;FRANCE;URNE;1;;45.732984,4.9981
13120A;692780;GENAY BP;LE BOURG;;;69730;GENAY;69278;FRANCE;NBC1I NABANCO IER;1;;45.898684,4.831596
13121A;692790;JONAGE BP;65 BIS RUE NATIONALE;;;69330;JONAGE;69279;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.796412,5.044803
13121A;692790;JONAGE BP;65 BIS RUE NATIONALE;;;69330;JONAGE;69279;FRANCE;CPT BILLET;1;;45.796412,5.044803
13121A;692790;JONAGE BP;65 BIS RUE NATIONALE;;;69330;JONAGE;69279;FRANCE;DAB;1;Externe;45.796412,5.044803
13122A;692820;MEYZIEU;18 BIS AVENUE LUCIEN BUISSON;;;69330;MEYZIEU;69282;FRANCE;DAB;1;Interne;45.764864,4.998237
13123A;692830;MIONS BP;3 AVENUE GENERAL DE GAULLE;;;69780;MIONS;69283;FRANCE;DAB;1;Externe;45.664255,4.956219
13123A;692830;MIONS BP;3 AVENUE GENERAL DE GAULLE;;;69780;MIONS;69283;FRANCE;DAB;1;Interne;45.664255,4.956219
13126A;692860;RILLIEUX LA PAPE PAL;16 RUE JACQUES PREVERT;;;69140;RILLIEUX LA PAPE;69286;FRANCE;DAB;2;Externe;45.816791,4.901674
13126A;692860;RILLIEUX LA PAPE PAL;16 RUE JACQUES PREVERT;;;69140;RILLIEUX LA PAPE;69286;FRANCE;NAB1I NABUCCO IER;1;;45.816791,4.901674
13126A;692860;RILLIEUX LA PAPE PAL;16 RUE JACQUES PREVERT;;;69140;RILLIEUX LA PAPE;69286;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;45.816791,4.901674
13127A;692870;ST BONNET DE MURE BP;3 MONTEE DU CHATEAU;;;69720;ST BONNET DE MURE;69287;FRANCE;NBC1I NABANCO IER;1;;45.692342,5.029394
13128A;692880;ST LAURENT DE MURE BP;120 AVENUE JEAN MOULIN;;;69720;ST LAURENT DE MURE;69288;FRANCE;NBC1I NABANCO IER;1;;45.687129,5.048624
13130A;692900;ST PRIEST HOTEL DE VILLE;6 PL DE L HOT DE VILLE C OTTINA;;;69800;ST PRIEST;69290;FRANCE;CPT BILLET;1;;45.694374,4.936415
13132A;692920;SATHONAY CAMP BP;PLACE JOSEPH THEVENOT;;;69580;SATHONAY CAMP;69292;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.826366,4.873378
13132A;692920;SATHONAY CAMP BP;PLACE JOSEPH THEVENOT;;;69580;SATHONAY CAMP;69292;FRANCE;NBC1I NABANCO IER;1;;45.826366,4.873378
13142A;693090;VAULX EN VELIN VILLAGE BP;45 RUE DE LA REPUBLIQUE;;;69120;VAULX EN VELIN;69256;FRANCE;DAB;2;Externe;45.786566,4.924383
13142A;693090;VAULX EN VELIN VILLAGE BP;45 RUE DE LA REPUBLIQUE;;;69120;VAULX EN VELIN;69256;FRANCE;LISA 2;1;;45.786566,4.924383
13151A;693280;LYON PLACE FLAMMARION BP;22 RUE PERNON;;;69004;LYON;69384;FRANCE;DAB;1;Externe;45.778923,4.818695
13155A;693330;LYON LAFAYETTE;168 COURS LAFAYETTE;;;69003;LYON;69383;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;45.763581,4.856516
13156A;693360;VILLEURBANNE LES BROSSES BP;56 RUE SEVERINE;;;69100;VILLEURBANNE;69266;FRANCE;DAB;1;Externe;45.751259,4.914561
13157A;693440;LYON BACHUT BP;9 PLACE DU 11 NOVEMBRE 1918;;;69008;LYON;69388;FRANCE;CPT BILLET;1;;45.736849,4.869095
13157A;693440;LYON BACHUT BP;9 PLACE DU 11 NOVEMBRE 1918;;;69008;LYON;69388;FRANCE;DAB;1;Externe;45.736849,4.869095
13159A;693690;LYON GRAND TROU BP;11 RUE ANTOINE FONLUPT;;;69008;LYON;69388;FRANCE;NBC1I NABANCO IER;1;;45.736813,4.853227
13161A;693770;VILLEFRANCHE SUR SAONE BELIGNY BP;794 RUE EMILE ZOLA;;;69400;VILLEFRANCHE SUR SAONE;69264;FRANCE;DAB;1;Externe;45.983904,4.731166
13165A;693840;LYON PLACE AMBRE BP;92 GRANDE RUE DE LA CROIX ROUSSE;;;69004;LYON;69384;FRANCE;CPT BILLET;1;;45.780804,4.83298
13165A;693840;LYON PLACE AMBRE BP;92 GRANDE RUE DE LA CROIX ROUSSE;;;69004;LYON;69384;FRANCE;LISA 2;2;;45.780804,4.83298
13173A;694120;VAULX EN VELIN MAS DU TAUREAU BP;9 PLACE GUY MOQUET;;;69120;VAULX EN VELIN;69256;FRANCE;CPT BILLET;1;;45.784805,4.911528
13173A;694120;VAULX EN VELIN MAS DU TAUREAU BP;9 PLACE GUY MOQUET;;;69120;VAULX EN VELIN;69256;FRANCE;DAB;2;Externe;45.784805,4.911528
13173A;694120;VAULX EN VELIN MAS DU TAUREAU BP;9 PLACE GUY MOQUET;;;69120;VAULX EN VELIN;69256;FRANCE;DAB;1;Interne;45.784805,4.911528
13173A;694120;VAULX EN VELIN MAS DU TAUREAU BP;9 PLACE GUY MOQUET;;;69120;VAULX EN VELIN;69256;FRANCE;NBC1I NABANCO IER;1;;45.784805,4.911528
13180A;694290;LYON JEAN MACE BP;44 AVENUE BERTHELOT;;;69007;LYON;69387;FRANCE;DAB;1;Externe;45.746013,4.839026
13180A;694290;LYON JEAN MACE BP;44 AVENUE BERTHELOT;;;69007;LYON;69387;FRANCE;URNE;1;;45.746013,4.839026
13184A;699200;LYON SULLY;69 RUE SULLY;;;69006;LYON;69386;FRANCE;DAB;1;Interne;45.771132,4.84818
13185A;699210;LYON CROIX ROUSSE;167 BOULEVARD DE LA CROIX ROUSSE;;;69004;LYON;69384;FRANCE;LISA 2;1;;45.774745,4.833245
13185A;699210;LYON CROIX ROUSSE;167 BOULEVARD DE LA CROIX ROUSSE;;;69004;LYON;69384;FRANCE;NBC1I NABANCO IER;4;;45.774745,4.833245
13186A;699220;LYON MERMOZ BP;11 B PLACE ANDRE LATARJET;;;69008;LYON;69388;FRANCE;DAB;2;Externe;45.730938,4.885503
13186A;699220;LYON MERMOZ BP;11 B PLACE ANDRE LATARJET;;;69008;LYON;69388;FRANCE;LISA 2;1;;45.730938,4.885503
13188A;699240;LYON GUILLOTIERE;39 AVENUE JEAN JAURES;;;69007;LYON;69387;FRANCE;LISA 2;4;;45.750656,4.845276
13189A;699250;LYON PART DIEU BP;6 RUE DU LAC;;;69003;LYON;69383;FRANCE;NBC1I NABANCO IER;1;;45.758747,4.853601
